3004pb078,0.83
3626bpb0779,0.55
41768pb09,1.88
30372pb01,5.3
4325c01pb02,32.0
3010pb337,1.64
BA052pb01,12.71
14769pb310L,0.34
47683,0.31
23984,0.45
61678pb013L,0.93
3008pb036,3.21
93606pb126,1.4
64680pb029,4.5
14769pb204,0.35
80015,1.11
15068pb239L,0.57
50950pb016,1.0
87079pb0808,1.0
44359pb01,1.2
3069bpb0355,0.26
6377,19.67
11094pb01,19.45
87544pb086,1.22
50950pb105L,0.75
3069bpb0870,0.26
6953pb02,7.0
59349pb168,5.64
44676pb060b,0.38
15068pb378,0.57
11170pb01,8.3
50950pb015R,0.75
21324stk01,3.02
64681pb004,4.0
39924pb01,6.97
3069bpb0537,0.26
44375apb02,2.64
11293pb001,6.67
15038pb01,16.4
4162pb051,1.06
50950pb101,0.75
8266stk01,0.82
4349pb001,0.4
87926pb018,10.2
bb0695pb20,0.6
3011pb042,12.0
72475,5.85
48141,2.0
22484,0.22
18051,2.8
3069bpb0914,0.26
3069bpb0737,0.27
2513pb01,2.1
87421pb005,3.7
4066pb162,8.0
sailbb09,2.64
2454pb122,3.5
4162pb139R,1.1
43363,13.82
44676pb060a,0.38
24154pb02,3.0
3010pb002,1.5
Scalashortrod,1.0
84307pb01,0.36
35530,0.54
26603pb292,0.68
87552pb074,1.05
87079pb0362,0.9
4861pb006,2.0
31110pb074,13.0
x635c01pb06,11.4
3070bpb290,0.16
60616pb002L,2.9
44676pb061b,0.38
76203stk01,0.31
23950pb001,0.67
87580pb001,0.5
2756pb136,5.0
6293pb01,38.0
44676pb050L,0.38
4176pb25,3.62
51027c01,6.7
11946pb007,2.0
3069bpb1136,0.27
gal63,25.4
3068bpb1594,0.48
10202pb004L,4.0
2756pb147,5.0
63864pb067,0.41
2465pb15R,6.2
bb0563c01pb01,4.4
30271px6,220.0
30350cpb010,1.1
4915,5.84
54200pb023,0.23
scl056,2.89
13359pb01,12.77
4415c01pb01,24.0
32251,2.29
60773,8.0
clikits300pb01,0.09
2431pb522,0.52
6453stk01,0.46
87079pb1075,0.92
2465pb22,6.5
22385pb225,0.6
6636pb278L,0.8
53456,5.0
52031pb170,3.36
2620pb01,4.7
78522,4.54
2537,9.58
30361pb009,1.98
3245cpb126,1.4
6309pb069,2.8
93568pb004,0.5
4580c07,46.0
x1108,28.36
BA011pb01,2.44
6085pb001,9.2
87079pb0077,0.9
57906pb007,3.0
15068pb340,0.57
33011apb01,0.74
2812pb01,30.41
15496pb02,0.3
6636pb265,0.83
64681pb043,4.0
85984pb132,0.35
27507pb04,0.67
45467pb25,0.21
26603pb103,0.73
30258pb017,0.48
6179pb010,1.94
8135stk01,2.48
65617,1.1
51342pb09,9.11
41311stk01,0.68
7978stk01,1.16
3110stk01,0.44
4204stk01,5.16
30351pb02c01,60.5
41865,0.66
6112pb003,5.0
11344pb010,16.0
2793c02,10.67
41661,2.02
1750stk01,0.2
24093pb021,0.57
41063stk02,0.35
60581pb061,2.32
58827,5.29
93083c01pb13,10.3
4865pb011,0.47
61073pb07,3.6
2586ph2,0.51
bb0003pb03,4.0
63864pb166,0.39
27507pb06,0.67
57548pb01,6.43
6690stk01,0.3
45677pb090,2.7
4066pb399,8.0
73436c01pb01,3.55
30602pb074,1.0
3069bp06,0.26
3297pb043L,2.57
87079pb0884,0.9
76027stk01b,0.8
dupskirt12,0.6
1000card05,11.0
3070bpb250,0.15
3070bpb004,0.13
87079pb0654,0.9
3068bpb2161,0.53
65200,10.5
4346pb32,0.8
bb0921pb01,66.9
6564pb15,2.0
70723stk01,0.72
14718pb052,1.8
22385pb296,0.6
3010pb314,1.64
2278pb01,15.0
2744pb006,2.1
6474pb37,8.0
3004pb170L,0.8
69783,7.87
6081pb033L,2.78
61678pb159R,0.93
3037pb054,1.97
5334c02pb01,183.0
30145pb006R,3.75
4515pb001,7.0
6636pb046,0.74
43850pb01,8.0
4865pb032,0.46
3001pb131,2.32
45474,0.18
6233pb001,3.1
6352,4.96
50955pb040,4.3
30987pb005,2.1
x1123,3.84
2450,1.08
2335pb003,0.57
3487,22.8
30180pb04,5.12
61403pb06,4.9
44772,15.4
15210pb094L,0.5
2431pb673,0.55
71708pb002L,1.2
3068bpb0999,0.45
bb1183,3.1
4860c01,25.0
52031pb013,3.3
61678pb037L,0.93
398stk01,0.5
76371pb030,8.0
3298pb031,1.27
87552pb056,1.05
45705pb025,8.1
duptowel01pb02,1.0
52031pb008,3.3
31110pb072,13.0
x131a,2.3
4181pb020,3.25
3068bpb1045,0.49
3068bpb0334,0.45
11203pb035,0.62
clikits288pb01,0.23
bb0153pb06b,4.2
3742,0.07
duploracer02a,51.0
51409c01,19.0
BA013pb06,1.0
6160c03pb03,5.65
3001oldpb04,2.32
59349pb061,5.68
59349pb018,5.7
BA256pb01,4.88
2350dpb01,5.8
3010pb188,1.6
30236,1.14
2431pb532,0.54
4178,12.18
23930pb004R,2.5
3068bpb2074,0.53
709,4.1
2756pb274,5.2
892pb012,0.45
18940pb02b,10.2
4150px21,0.33
8136stk01,0.96
BA280pb01,4.12
60674,2.81
87079pb0390,0.9
BA155pb03,2.25
2454pb201,3.49
73111pb004,3.0
3245cpb226,1.5
60601pb009,0.34
95345,0.52
85984pb333,0.34
3005ptLs,0.54
98225pb002,10.3
3406stk02b,3.0
92583,4.0
93273pb010,0.58
41665stk01,1.03
2431pb136R,0.53
11575pb01,1.73
4150pb105,0.33
3069bpb0889,0.25
65633pb06,4.44
843,1.1
30363pb023,1.7
11290,5.35
44036,1.63
90301pb03,0.3
3069bpb0488,0.3
3245cpb118,1.5
6064218,31.9
18945pb013L,8.5
93606pb115R,1.4
2431pb534,0.54
tent,2.39
3068bpb0324,0.45
64566,3.42
60581pb059,2.32
98089pb02,3.5
63864pb003,0.42
26603pb243,0.7
3008pb064,3.12
6446,12.0
85834pb04,3.2
61678pb024,0.93
3068bpb0129,0.45
30257,6.6
50950pb076L,0.75
94531pb01,19.0
75c21,0.95
3008pb110R,3.23
24116pb009,2.68
6205pb010L,11.77
3037b,2.13
archmiA,6.4
44661pb007,0.82
88930pb127R,1.36
39789,2.2
3245cpb087,1.5
4066pb117,8.0
22385pb034,0.57
32344c02,86.0
15068pb029,0.6
3005pb047,0.44
3010pb040,1.61
3939pb10,3.32
6636pb019R,1.0
78c18,1.6
11203pb013,0.62
BA046pb01L,2.51
57541,1.38
37695,0.17
44674pb24,1.3
3626cpb1522,0.54
40582,1.7
75880stk01,1.15
2335pb051,0.5
15068pb145,0.6
9494stk01,2.0
92099,3.1
2465pb13,6.5
6636pb085,0.83
3068bpb0794L,0.49
4872pb06,5.65
65521,2.7
8110stk02,0.2
87544pb009R,1.22
18605c02pb23,3.67
65196pb01,30.65
75916stk01a,0.5
54200pb099R,0.25
57895pb037,2.66
blankie03pb04,1.17
3068bpb0763,0.49
3437pb035,7.0
87079pb1128,0.9
4198pb34,17.4
30225c01pb05,100.0
32560,2.75
3317,0.75
4432stk01,0.35
75525stk01,0.85
6636pb304,0.83
92593pb018,0.65
60058stk01a,0.5
22487,1.04
31432c01,10.8
62605pb03,16.0
48933pb023R,2.0
2431pb044,0.53
2431pb200,0.53
57909pb01L,1.84
3062bpb034,0.34
60797c04,3.08
6565pb17,1.86
30343c01,9.11
60179stk01,1.17
6160c01,5.36
35636pb03,0.42
60808pb008,3.0
3010pb221,1.7
53583,5.3
57587pb01L,9.0
54200pb071,0.21
87079pb0266,0.9
15793pb02,2.2
88393,3.32
3070bpb059,0.18
15458pb031,7.0
3245cpb218,1.5
3005px2,0.46
3069bpb0235,0.25
BA030pb01,15.0
60581pb034,2.32
4820bc01,17.0
11435pb02,8.79
29541,132.5
32363pb01,3.0
54272,7.35
64782pb017L,8.8
10202pb010,3.78
15533,1.55
11477pb087,0.31
40178stk01,0.49
75181stk01,2.9
98834pb20,0.93
85984pb373R,0.34
98138pb148,0.11
30413pb056,1.05
57697,0.51
Knob,6.72
gal73,48.0
3039pb126,1.15
255pb01,20.41
1126,0.23
87926pb001R,10.25
3068bpb1936,0.48
7646stk01,2.6
76371pb183,7.84
93220,0.46
6636pb299R,0.83
2440pb009,2.29
31110pb095,13.0
6179pb160R,1.94
93273pb030,0.58
3039pb113,1.15
3626cpb1966,0.55
24593pb05,2.46
42109stk01,4.0
28621pb0023,0.55
40582stk01,0.44
3010pb079,1.65
3245bpb02,1.5
x376px1,0.3
4150pb085,0.33
6233,3.0
94531,19.0
32009pb009L,3.5
52922,15.31
24314pb01,0.6
44661pb026,0.81
15210pb029,0.5
48729,0.17
3040pb014,0.69
87083,0.59
4774c01,2.0
45458,0.37
85970pb021R,2.2
30350bpb038,0.99
3245cpb176,1.5
2026,13.0
87079pb1074,0.9
3442stk01,0.59
3068bpb1419,0.48
87079pb0853,0.9
4515pb044R,7.1
87820,5.0
31283pb01,8.0
64681pb031,4.0
18604c01pb02,11.29
98382pb001,0.9
22385pb101,0.6
4162pb163,1.06
26603pb209,0.68
50955pb014,4.3
4215bpb31,2.5
26603pb075,0.68
93273pb089,0.58
4162pb114,1.06
76371pb164,8.0
3622pb001L,1.32
6259pb018L,4.0
55303,3.23
7646stk02,0.4
66830,0.51
3004pb039,0.85
56154,7.2
30394pb01,5.01
BA290pb01,3.0
11477pb014R,2.5
3069bpb0432,0.26
2454pb092,3.5
87079pb1060,0.9
3003pb133,1.35
6636pb188,0.83
42061pb09,5.25
10000,23.0
51261pb03,34.0
553a,0.85
44351,6.75
44698pb01,16.0
95654,19.4
4865,0.46
76898stk02,1.84
BA086pb01,6.9
44126pb002,2.7
60581pb188,2.6
22385pb052,0.6
8468stk01,0.3
21560pb01,1.97
87544pb001R,1.22
27986pb01,1.3
46376,5.8
35086,13.0
5944stk01,0.5
39144pb01,0.41
85984pb001,0.35
45411pb14,12.13
bb0252pb06,5.0
3068pb45,0.45
3622pb036,1.32
86500pb02,2.6
7948stk01,0.2
3069bpb1009,0.25
3037pb061L,1.97
2756pb405,5.14
2435,2.76
08010dc01,2.8
59349pb063,5.7
61406pb04,1.4
5909stk01,0.5
47753pb048,2.0
87421pb037,3.7
24246pb034,0.13
44675pb006L,1.0
3011pb016,12.0
87079pb0754,0.9
98138pb190,0.11
4346pb12,0.63
80909,33.43
85984pb131,0.35
3068bpb0058,0.45
71765stk01,1.82
98138pb241,0.11
50955pb051,4.25
3626cpb1398,0.55
3622pb033,1.32
62360pb003,1.42
62531pb044,6.8
6239px5,2.13
4808,4.0
BA078pb01,1.6
3068bpb1182,0.48
3675pb04,1.54
3068bpb0743,0.45
3068bpb0696L,0.48
80835,1.15
52031pb120,3.3
2339,2.22
4347pb05,4.2
87079pb0089L,0.9
4066pb085,8.0
gal53,14.9
3010pb151L,1.6
60314stk01,0.91
44353pb11,4.1
2958pb099,0.83
6259pb049,3.92
87793pb01,7.4
3960pb064,1.33
4593,0.06
65081,0.16
3626cpb1109,0.54
BA003pb07,4.9
2525px3,3.0
3069bpb0106,0.26
3068bpb0697L,0.48
30407pb04,2.2
44815a,4.26
2335p03,0.5
4758,3.89
6568stk01,0.96
41392stk01,0.84
4544pb01,15.0
64462pb02,13.72
67095pb033,0.76
30037,12.0
90498pb18,14.0
58381pb02,1.74
71709pb005R,4.2
88930pb010,1.38
4150pb152,0.33
3069bpb0402,0.25
50950pb097L,0.75
2756pb134,5.0
3069bpb0294,0.27
4346px6,0.8
60350stk02,2.33
4856stk01,1.64
5102c62,7.16
6179pb167,1.94
93072pb02,5.9
4864px6,1.0
6425c01,5.0
85984pb287R,0.34
6636pb112L,0.75
70505stk01,1.18
76216stk01,1.79
42511pb13,1.5
33009pb058,0.85
3069bpb0191,0.25
30603pb02,0.68
4150pb108,0.33
41769pb01,0.83
3005pt2s,0.46
39124,0.8
3068bpb0114,0.45
61190f,0.18
6863stk01,1.01
3298pb003,1.27
65200pb01,10.5
3068bpb1225,0.45
59349pb305,5.65
4744pb08,4.05
30633pb03,6.87
2431pb641L,0.53
3297miA,2.1
80563,1.76
88930pb073R,1.36
clikits255pb01,2.55
BA143pb01,7.51
4066pb503,7.85
72454,3.38
64391pb023,3.2
76371pb069,8.0
50950pb013,0.75
3010pb192,1.64
6589stk01,0.3
4345pb09,2.2
30361pb010,1.98
6244px1,6.26
3039pb045,1.0
60135stk01,0.13
6179pb060,1.94
30256,1.1
clikits055,0.48
6881pb08,3.0
45406pb007,5.5
98138pb113,0.11
41389stk01,0.14
3049cpb01R,0.5
2913stk01,3.75
2525pb012,3.0
BA090pb03,7.1
87079pb1109,0.9
30350pb031R,1.02
747pb06c01,0.45
69729pb027,1.35
42025pb11,6.0
14769pb516,0.33
4197pb006,22.0
45677pb129,2.67
10269stk01,1.0
30350pb017,1.08
41164stk02,0.87
x243px2,30.0
60330stk01,2.17
49821pb01,13.8
60146stk01,0.7
7971stk01,1.2
3001pb061,2.24
60477pb018,1.1
6396stk01,2.0
44611,14.5
85941,4.1
90498pb33,13.83
87544pb009L,1.22
2431pb500,0.5
3010pb105,1.61
3070bpb240,0.15
649pb10b,1.0
3068bpb0779,0.48
64394pb011,4.5
3068bpb1133,0.48
54859,24.4
18857pb03,33.25
3005pb045,0.45
86500pb05,2.6
31110pb054,13.0
59349pb219,5.7
3831,0.75
3039px50,1.15
8813stk01,1.49
87080pb045,2.5
2756pb184,5.0
45467pb21,0.21
BA120pb01R,4.85
31299,26.0
3068bpb1535,0.48
2454pb072,3.5
43708pb05R,2.05
87079pb0160,0.85
33243pb01L,2.0
15068pb095,0.57
4740pb020,0.28
44674pb11,1.3
85984pb157,0.35
3008pb108L,3.23
93606pb061,1.4
70650stk01,0.3
23988,0.05
2465pb05,6.5
4869,1.08
15068pb442,0.57
48288pb10,12.9
2335pb178,0.5
60808pb015,3.0
41750pb022,3.63
3245cpb131,1.5
41443stk01,0.58
11477pb007R,2.5
93082apb001,0.59
6636pb230L,0.84
bfloat1c01,84.0
50955pb001,4.3
31110pb141,13.0
6474pb20,8.0
5102c50,5.78
59349pb071,5.7
70141stk01,0.3
x224pb023R,7.1
61678pb023,0.93
6267,10.6
72206pb01,2.9
3069bpb0546,0.25
59349pb121,5.68
3009pb202,2.45
33009pb013,0.8
6180pb034d,3.0
5102c68,7.86
44350pb008,5.74
58471,28.0
11203pb081,0.62
22385pb178R,0.6
4181pb009,3.25
85977,16.2
70747stk01b,1.02
15068pb287,0.57
87079pb0037,0.9
48288pb04,13.0
6239pb012,2.1
76028stk01a,1.17
44126pb051R,2.67
57567,3.6
2251,31.0
x491c01,88.6
41748pb076,2.1
4864apx14,0.99
7992stk01,0.8
60583a,1.36
40393stk01,0.85
2454pb113,3.5
75978stk03,1.37
41135stk01b,1.17
3665pb003R,0.66
6933bpb01,0.34
18944pb020R,5.06
3068bpb0138,0.45
3049,0.48
44343pb01,95.0
32316pb006,1.2
699.1stk01,0.5
32348pb005L,2.0
2340pb052,1.65
87079pb0279,0.9
3008pb134,3.0
45677pb094,2.7
42531,2.9
27165pb03,6.74
6232,1.65
98138pb360,0.11
2431pb267,0.54
3713,0.14
3068bpb0884,0.49
32528pb12,1.62
87079pb0864,0.9
3068bpb0084,0.45
4066pb111,8.0
64452pb02,9.6
3068bpb0858,0.49
95341pb01,2.43
26090pb02,1.6
14769pb249,0.33
3070bpb267,0.15
14769pb199,0.33
59349pb188,6.1
15407,0.55
14769pb422,0.32
31005cx14,27.0
56074pb01,16.53
76127stk01,1.31
2756pb276,5.2
3958,4.71
85984pb191,0.34
40490pb006,2.6
52031pb178L,3.3
85984pb337,0.34
BA295pb01R,9.1
4840stk01,0.96
3245cpb053,1.51
48176,9.4
crssprt02pb42b,2.5
851b,3.07
54200pb080,0.24
4150pb175,0.33
79505,1.91
98138pb042,0.11
30350bpb042,1.0
15210pb033,0.48
6100px3,106.05
2756pb200,5.0
87079pb0312,0.9
64681pb026,4.0
3943bpb05,3.5
3068bpb1770,0.48
4354c02pb01,116.0
61678pb135,0.8
32474pb001,0.44
6180pb050,3.0
87803pb01,2.7
bb0695pb14,0.6
24246pb010,0.12
87079pb0278,0.9
2395,1.07
3069bp61,0.26
50955pb032,4.3
87079pb0916,0.9
32278pb023,4.0
8369.2stk01,8.48
57895pb074,2.33
87079pb0284,0.9
8294stk01,0.8
6231,0.3
4150pb078,0.35
3068bpb0953,0.49
3437pb078,6.6
57779pb003,7.5
52031pb102,3.3
6192bpb06,2.0
30601pb01,2.05
3069bpx11,0.26
11477pb080L,0.31
31110pb085,13.0
6309pb081,2.8
60388stk01,1.4
2756pb484,5.14
41979,3.34
76371pb232,8.0
clikits140,4.08
65830,18.0
41855pb02,0.75
sailbb36,10.0
61678pb082R,0.93
21560pb04,1.97
258pb11,8.0
6636pb291L,0.83
26603pb030,0.72
64680pb023,4.5
2456pb031,3.5
43877pb01,22.0
32283c03,21.0
3004pb155,0.8
3684cpb032,2.8
51725pb03,2.5
3068bp61,0.45
41970pb02,8.0
87079pb1231,0.9
64391pb038,3.3
100559pb01,1.0
8960stk01,1.5
30562pb073,5.62
3008pb088,3.0
64225pb016,1.7
3004pb019,0.83
54093pb04,82.0
3068bpb1742,0.48
2756pb090,5.0
98067pb01,0.8
22385pb144,0.6
26603pb173,0.68
2335pb124,0.5
85984pb139,0.35
3069bpb0572,0.26
60161stk01,2.1
3008pb006,3.23
45467pb17,0.21
35074pb08,1.0
98569pb03,5.3
4346px7,0.8
2431pb157,0.53
11477pb094,0.25
31110pb063,13.0
3010pb331,1.53
2756pb168,5.0
3664pb23,9.5
87079pb0854,0.9
bb0695pb68,0.6
3004px10,0.83
15453pb04,41.0
4215pb041,2.4
93606pb063,1.4
3297pb037L,2.7
3068bpb1008,0.49
6180pb045,2.95
35074pb10,1.0
85984pb386R,0.34
52730,0.8
clikits076pb09,0.27
14769pb525,0.32
93606pb041,1.4
84067,0.62
6874pb03,24.0
55307,3.77
98223pb035,11.12
32180,22.17
2694pb01L,8.7
3245bpb12,1.5
30182pb04,3.61
69716,6.0
22385pb018,0.6
3070bpb006,0.13
47713pb03,1.6
4150pb020,0.35
32271pb023R,2.7
98138pb242,0.11
93095,0.49
26603pb098R,0.73
6239pb024R,2.2
50950pb051h,0.75
32531c01,5.49
30382pb01,5.75
10202pb45,4.0
88930pb051,1.36
92225,2.8
60581pb066,2.32
26603pb145,0.72
98100pb05,0.87
15623pb004,47.65
50948,1.33
3068bpb0757,0.48
90638pb02,3.4
98341pb03,2.9
62531pb042,6.8
24116pb037,2.68
47753pb022,2.5
4346pb47,0.8
32171pb006,1.42
7586stk02,0.81
70589stk01a,0.76
76084stk01,1.3
31041,6.0
4199,23.0
10030stk01,1.1
2335pb131,0.5
fabac2pb01,14.5
x661c03pb01,123.5
11203pb041,0.62
2431pb475,0.58
87421pb018,3.7
3062bpb057,0.28
54043b,7.0
60581pb169,2.41
3626cpb2396,0.55
551pb02,8.72
49518pb01,5.2
4868bpb011L,3.32
4619stk01,0.2
4826stk01,1.18
44375bpb04,2.68
6180pb068L,3.0
54097pb01,3.0
59349pb272,6.1
31313,28.0
18836pb02,0.42
pri019,17.0
11477pb138R,0.3
14716pb004,1.24
4182pb060,3.0
32316pb009R,1.2
42236px4,3.0
67095pb007,0.76
15068pb339L,0.57
3245cpb144R,1.5
2335pb144,0.63
32535pb08,3.4
85984pb263,0.34
2431pb388,0.58
30350bpb093,1.0
3001pb048,2.24
93549pb03,0.47
2431pb381,0.54
bb0695pb19,0.6
87079pb0699,0.9
57551,5.1
6120,0.47
36293pb02,0.76
30488,2.0
1854stk01,0.5
44661pb008,0.82
BA009pb08,6.5
93088pb13,1.65
60894,10.0
4162pb160L,1.06
2756pb198,5.0
82276pb05,5.36
4216597,47.4
15068pb196,0.58
32523pb18L,0.7
Sleepbag05,4.0
27925pb007,0.31
9449stk01,1.0
2166c01,32.0
2756pb285,5.0
30225pb04,24.0
63864pb157,0.39
BA093pb01,1.6
3068bpb1769,0.48
6178pb032R,8.59
30261pb049,0.4
2393,0.93
3068bpb0989,0.49
44680,18.0
2431pb748,0.52
3004pb091,0.83
3821,0.56
41250,13.9
3626cpb0075,0.54
3245cpb215,1.5
98342pb01,2.9
5837stk01,0.5
30562pb063,5.62
2431pb362,0.54
3069bpx68,0.26
41372stk01,1.0
3664pb12,10.0
3626cpb0561,0.54
87079pb0603,0.9
8189stk01,0.47
98289,0.46
2756pb472,5.14
35578,7.3
44353pb17,4.1
crssprt02pb08,2.5
3068b,0.48
2431pb001,0.53
3298p56,1.33
3062bpb070,0.28
75254stk01,2.0
64391pb009,3.2
31110pb164,13.0
bb1168pb01,2.05
31001pb01,41.6
sleepbag02,4.0
4150px9,0.33
11170pb02,8.3
60082stk01b,0.6
98567,2.3
42061pb39,5.25
93606pb024,1.4
24593pb04,2.46
71708pb002R,1.2
41288,14.81
4150pb186,0.33
3068bpb2178,0.53
98138pb140,0.11
4101599,158.0
31167,6.0
80481pb01,6.43
31363c01pb08,29.8
60176,1.0
4215pb062d,2.5
41667,2.06
55236,0.35
22385pb160,0.61
64392pb017,6.0
54068,8.0
87079pb1038,0.9
3245bpb13R,1.5
6636pb065,0.74
65829,25.0
42023pb005R,1.92
15627pb010,5.9
41341stk01,0.9
14707,5.12
15068pb372,0.57
2431pb670,0.55
30292pb024,2.75
6180pb007c,2.95
2340pb038R,1.64
bb0695pb43,0.6
41855pb07,0.75
26603pb227,0.7
41135stk01a,1.17
75915stk01b,0.7
69066,0.63
3626cpx302,0.54
64225pb046,1.66
60581pb036,2.32
3069bpb0938,0.26
3068bpb1788,0.48
3660pb011L,1.25
6111pb002,3.8
45784pb04,7.5
3069bpb0808,0.26
30388pb007R,3.3
40385stk01,1.5
85984pb226,0.34
6578,4.75
24599pb01,4.0
41766pb02,5.63
3479pb02,1.2
93589,2.0
3068bpb1952,0.48
43176stk01,0.55
37341c,0.16
6179pb049,1.94
32373,0.4
68881pb001,6.78
31028pb03,58.0
BA197pb01,4.58
87552pb040R,1.05
31363c01pb03,29.8
3068bpb1017,0.49
54200pb069,0.24
32526pb022L,1.77
44676pb025L,0.38
57528,2.72
41531pb013,2.85
70006stk01,2.04
93083c01pb09,10.5
93083c01pb14,10.5
63864pb147,0.39
x967pb04,1.0
11946pb068,1.43
3004pb107,0.83
54200pb070,0.21
61254,1.03
60601pb002,0.34
30647,2.1
3068px1,0.45
42404c01,94.0
41239pb017L,3.3
4482stk01,1.5
2756pb193,5.0
75025stk01,1.28
47753pb005,2.06
BA158pb01,2.62
52035pb13,6.4
32278pb021,4.0
4212a,5.63
77942stk01,2.0
30258pb030,0.48
69729pb023,1.35
24183pb05,0.4
60932cx1pb01,18.0
3004pb093,0.83
87552pb007,1.05
bb0787c01pb02,11.3
51725pb08,2.5
45677pb026,2.72
70814stk01a,1.43
3069bpb0937,0.26
4864bp10,0.9
88930pb145L,1.36
3069bpb0359,0.26
15068pb336,0.57
41104stk01,0.71
29541pb01,132.5
bb0695pb79,0.6
98223pb004,11.12
3008pb139L,3.21
33215pb04,18.6
30350bpb091,1.0
2958pb030,0.9
2431pb087,0.53
64782pb003R,8.8
3960pb061,1.33
6636pb051,0.74
x466c11blue,5.0
76248stk01,2.75
3037pb030,2.13
6201px1,11.0
553,0.83
6543pb01,3.5
65783pb01,13.36
3245bpb20,1.5
6906,60.0
3245cpb134,1.5
14769pb304,0.34
81858,0.59
3437pb072,6.75
x376px2,0.3
x243px1,31.0
3069bpb1124,0.26
85984pb068,0.35
42022pb30R,1.8
75038stk01a,1.55
0902,23.5
87544pb083,1.22
2756pb453,5.14
69176pb01,3.78
70751stk01,1.35
87079pb0256L,0.9
4162pb111,1.1
31159c01pb02,60.0
60144stk01,1.05
3069bpb0467,0.3
3069bpb0633,0.26
30261pb012,0.38
61678pb044R,0.93
75902pb18,0.59
32524pb005L,1.78
52031pb061,3.3
3960pb037,1.33
69902pb04,0.25
445a,2.3
98086pb01,1.2
70010stk01,1.17
3437pb024,6.8
3626bp40,0.54
87421pb023a,3.7
3068bpb1588,0.48
59349pb051,5.7
6309p0d,2.8
61800pb07L,3.1
4122123,83.8
2465px1,6.54
80674pb01,0.27
3068bpb0832,0.49
2513pb09,2.15
3068bpb1624,0.48
57895pb044,2.63
60616pb094,2.9
87079pb0132,0.9
44147,1.55
970c00pb1214,1.19
12600c01,120.0
